objectid,parentid,title,creator,date,archival date,description,site number,subject,location,latitude,longitude,source,identifier,type,format original,format,language,rights,rightsstatement,finding aid,display_template,filename,object_location,image_small,image_thumb
latahsites0013,,Nob Hill Historic District,,,,Nob Hill includes homes owned by mill managers and 10 houses constructed in 1906. The Worker’s District includes houses designed by C. Ferris White that are wood frame bungalows with wooden siding.,55,neighborhood; bungalow; architecture; historic sites,"Potlatch, Idaho",46.91891494,-116.8977724,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/nob-hill-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/nob-hill-3_th.jpg
latahsites0013a,latahsites0013,Nob Hill Historic District [01],"Nielsen, Cameron",2023,2023,,55,,,,,,nob-hill-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,nob-hill-3.jpg,https://objects.lib.uidaho.edu/latahsites/nob-hill-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/nob-hill-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/nob-hill-3_th.jpg
latahsites0013b,latahsites0013,Nob Hill Historic District [02],"Nielsen, Cameron",2023,2023,,55,,,,,,nob-hill-4,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,nob-hill-4.jpg,https://objects.lib.uidaho.edu/latahsites/nob-hill-4.jpg,https://objects.lib.uidaho.edu/latahsites/small/nob-hill-4_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/nob-hill-4_th.jpg
latahsites0013c,latahsites0013,Nob Hill Historic District [03],"Nielsen, Cameron",2023,2023,,55,,,,,,nob-hill,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,nob-hill.jpg,https://objects.lib.uidaho.edu/latahsites/nob-hill.jpg,https://objects.lib.uidaho.edu/latahsites/small/nob-hill_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/nob-hill_th.jpg
latahsites0013d,latahsites0013,Nob Hill Historic District [04],,,undated,Street view of Potlatch residences within the Nob Hill Historic District.,55,,,,,"Latah County Historical Society, Moscow, ID",12-05-005,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,12-5-005.jpg,https://objects.lib.uidaho.edu/latahsites/12-5-005.jpg,https://objects.lib.uidaho.edu/latahsites/small/12-5-005_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/12-5-005_th.jpg
latahsites0014,,Potlatch City Hall,,,,"Built in 1917, this was the Administrative Building and the hub of the company town enterprises. It oversaw the company store, hospital, school, fire department, and all housing. The building was a beehive of activity, with corporate executives overseeing mill operations, stenographers tracking lumber production and sales, and mill workers lining up for paychecks. By 1950, the company disbanded and the prominent building became Potlatch City Hall.",53,administrative building; lumber mill; historic site,"Potlatch, Idaho",46.9215073,-116.9008954,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/potlatch-city-hall_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/potlatch-city-hall_th.jpg
latahsites0014a,latahsites0014,Potlatch City Hall [01],"Nielsen, Cameron",2023,2023,,53,,,,,,potlatch-city-hall,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,potlatch-city-hall.jpg,https://objects.lib.uidaho.edu/latahsites/potlatch-city-hall.jpg,https://objects.lib.uidaho.edu/latahsites/small/potlatch-city-hall_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/potlatch-city-hall_th.jpg
latahsites0014b,latahsites0014,Potlatch City Hall [02],,1908,1908,,53,,,,,"Latah County Historical Society, Moscow, ID",12-03-051,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,12-3-051.jpg,https://objects.lib.uidaho.edu/latahsites/12-3-051.jpg,https://objects.lib.uidaho.edu/latahsites/small/12-3-051_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/12-3-051_th.jpg
latahsites0015,,Potlatch Railway Depot and Museum ,,,,The Potlatch Historical Society Museum is open at the W.I.&M. Historic Depot Thursday through Saturday 10 a.m. to 4 p.m. and in July & August Thursday through Sunday 10 a.m. to 4 p.m. The History Room is open by appointment.,49-50,railroad; trains; railway depot; railroad depot; museum,"Potlatch, Idaho",46.92163711,-116.9018576,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/potlatch-museum-7_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/potlatch-museum-7_th.jpg
latahsites0015a,latahsites0015,Potlatch Railway Depot and Museum [01],"Nielsen, Cameron",2023,2023,,49-50,,,,,,potlatch-museum-7,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,potlatch-museum-7.jpg,https://objects.lib.uidaho.edu/latahsites/potlatch-museum-7.jpg,https://objects.lib.uidaho.edu/latahsites/small/potlatch-museum-7_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/potlatch-museum-7_th.jpg
latahsites0015b,latahsites0015,Potlatch Railway Depot and Museum [02],"Nielsen, Cameron",2023,2023,,49-50,,,,,,potlatch-rail,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,potlatch-rail.jpg,https://objects.lib.uidaho.edu/latahsites/potlatch-rail.jpg,https://objects.lib.uidaho.edu/latahsites/small/potlatch-rail_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/potlatch-rail_th.jpg
latahsites0015c,latahsites0015,Potlatch Railway Depot and Museum [03],"Nielsen, Cameron",2023,2023,,49-50,,,,,,potlatch-rail-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,potlatch-rail-2.jpg,https://objects.lib.uidaho.edu/latahsites/potlatch-rail-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/potlatch-rail-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/potlatch-rail-2_th.jpg
latahsites0015d,latahsites0015,Potlatch Railway Depot and Museum [04],,1913,1913,,49-50,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-05-040,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-05-040.jpg,https://objects.lib.uidaho.edu/latahsites/90-05-040.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-05-040_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-05-040_th.jpg
latahsites0015f,latahsites0015,Potlatch Railway Depot and Museum [05],"Ott, Clifford M.",1985-09-04,04 September 1985,,49-50,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-05-043q,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,90-05-043q.jpg,https://objects.lib.uidaho.edu/latahsites/90-05-043q.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-05-043q_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-05-043q_th.jpg
