objectid,filename,identifier,box number,title,creator,description,date,archivaldate,date is approximate,subject,sensitive,location,idaho_county,latitude,longitude,source,type,format original,digital collection,findingaid,contributing institution,language,rights,rightsstatement,format,display_template,object_location,image_small,image_thumb,relation,notes
tabor0025,pg83-b05-f43-001_001.jpg,pg83-b05-f43-001_001,5,Northwest Airliner crash 12 miles southwest of Wallace [01],"Tabor's Photo Service, Wallace Idaho",Debris from an airliner crash.,1936-12-18,18 December 1936,,accidents; airplanes; remnants,,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_001.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_001_th.jpg,,
tabor0026,pg83-b05-f43-001_002.jpg,pg83-b05-f43-001_002,5,Northwest Airliner crash 12 miles southwest of Wallace [02],"Tabor's Photo Service, Wallace Idaho",Debris from an airliner crash partially covered in snow.,1936-12-18,18 December 1936,,accidents; airplanes; remnants; snow (precipitation),,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_002.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_002_th.jpg,,
tabor0027,pg83-b05-f43-001_003.jpg,pg83-b05-f43-001_003,5,Northwest Airliner crash 12 miles southwest of Wallace [03],"Tabor's Photo Service, Wallace Idaho",Debris from an airliner crash partially covered in snow.,1936-12-18,18 December 1936,,accidents; airplanes; remnants; snow (precipitation),,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_003.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_003_th.jpg,,
tabor0028,pg83-b05-f43-001_004.jpg,pg83-b05-f43-001_004,5,Northwest Airliner crash 12 miles southwest of Wallace [04],"Tabor's Photo Service, Wallace Idaho","Remnants from an airliner crash mostly covered in snow. Numbers and letter ""C14935"" can be seen on the remnant.",1936-12-18,18 December 1936,,accidents; airplanes; remnants; snow (precipitation),,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_004.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_004_th.jpg,,
tabor0029,pg83-b05-f43-001_005.jpg,pg83-b05-f43-001_005,5,Northwest Airliner crash 12 miles southwest of Wallace [05],"Tabor's Photo Service, Wallace Idaho","Debris from airliner crash, including a turbine part.",1936-12-18,18 December 1936,,accidents; airplanes; remnants; turbines,,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_005.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_005_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_005_th.jpg,,
tabor0030,pg83-b05-f43-001_006.jpg,pg83-b05-f43-001_006,5,Northwest Airliner crash 12 miles southwest of Wallace [06],"Tabor's Photo Service, Wallace Idaho",Debris from an airliner crash partially covered in snow.,1936-12-18,18 December 1936,,accidents; airplanes; remnants; snow (precipitation),,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_006.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_006_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_006_th.jpg,,
tabor0031,pg83-b05-f43-001_007.jpg,pg83-b05-f43-001_007,5,Northwest Airliner crash 12 miles southwest of Wallace [07],"Tabor's Photo Service, Wallace Idaho","Debris from an airliner crash partially covered in snow. Numbers ""4935"" can be seen on the remnant. A few bare trees in the background.",1936-12-18,18 December 1936,,accidents; airplanes; remnants; snow (precipitation),,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_007.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_007_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_007_th.jpg,,
tabor0032,pg83-b05-f43-001_008.jpg,pg83-b05-f43-001_008,5,Northwest Airliner crash 12 miles southwest of Wallace [08],"Tabor's Photo Service, Wallace Idaho",Debris from an airliner crash partially covered in snow.,1936-12-18,18 December 1936,,accidents; airplanes; remnants; snow (precipitation),,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_008.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_008_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_008_th.jpg,,
tabor0033,pg83-b05-f43-001_009.jpg,pg83-b05-f43-001_009,5,Northwest Airliner crash 12 miles southwest of Wallace [09],"Tabor's Photo Service, Wallace Idaho","Debris from airliner crash, including a turbine part.",1936-12-18,18 December 1936,,accidents; airplanes; remnants; turbines,,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_009.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_009_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_009_th.jpg,,
tabor0034,pg83-b05-f43-001_010.jpg,pg83-b05-f43-001_010,5,Northwest Airliner crash 12 miles southwest of Wallace [10],"Tabor's Photo Service, Wallace Idaho",Debris from an airliner crash partially covered in snow. A few bare trees in the background.,1936-12-18,18 December 1936,,accidents; airplanes; remnants; trees,,"Shoshone County, Idaho",Shoshone County,47.46402084,-115.9480778,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white print,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b05-f43-001_010.jpg,https://objects.lib.uidaho.edu/tabor/small/pg83-b05-f43-001_010_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b05-f43-001_010_th.jpg,,
