title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),idaho_county,region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,cdm_url,cdmid,objectid,display_template,filename2,object_location,image_small,image_thumb,errors
"Dog, 1940 [1]",A picture of a dog,"Laughlin, Kyle (1905-1984)",1940,,,Canis familiaris (species),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Dogs--Idaho--Moscow;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 774, Negative 99-774-003",99-774-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842367,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1242,1242,spec_kl1242,image,spec_kl1242.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1242.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1242_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1242_th.jpg,
"Dog, 1940 [2]",View of a dog,"Laughlin, Kyle (1905-1984)",1952-03-31,,,Canis familiaris (species),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Dogs--Idaho--Moscow;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-011-008",99-H-011-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,,,669842670,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1180,1180,spec_kl1180,image,spec_kl1180.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1180.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1180_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1180_th.jpg,
"Don Wilson wedding, 1950 [1]",Image shows Don Wilson and his bride on their wedding day in a church around Christmas time.,"Laughlin, Kyle (1905-1984)",1950-12-23,,,groups of people; churches; christmas trees,"Idaho -- Social life and customs -- Pictorial works;; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,Moscow East,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 849, Negative 99-849-001",99-849-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842991,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1359,1359,spec_kl1359,image,spec_kl1359.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1359.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1359_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1359_th.jpg,
"Don Wilson wedding, 1950 [2]",Image shows Don Wilson and his bride standing before the minister in a church on their wedding day during Christmas time.,"Laughlin, Kyle (1905-1984)",1950-12-23,,,groups of people; churches; christmas trees,"Idaho -- Social life and customs -- Pictorial works; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,Moscow East,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 849, Negative 99-849-002",99-849-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842664,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1360,1360,spec_kl1360,image,spec_kl1360.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1360.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1360_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1360_th.jpg,
"Drawings by Robert Hatch (Idaho), 1960",Copy prints  a drawing by Robert Hatch of Idaho for book plate,"Laughlin, Kyle (1905-1984)",1960,,,drawings (visual works),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Drawing; Idaho -- Social life and customs -- 20th century;",Pencil works;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 279, Negative 99-279-011",99-279-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669842619,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/871,871,spec_kl871,image,spec_kl871.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl871.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl871_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl871_th.jpg,
"Drawings by Steve Allured (Idaho), 1960 [1]",Print of a drawing of Harry Wheeler by Steve Allured.,"Laughlin, Kyle (1905-1984)",1960,,,drawings (visual works),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Drawing; Idaho -- Social life and customs -- 20th century;",Pencil works; Protrait drawings;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 273, Negative 99-273-011",99-273-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669838599,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/807,807,spec_kl807,image,spec_kl807.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl807.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl807_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl807_th.jpg,
"Drawings by Steve Allured (Idaho), 1960 [2]",Print of a drawing of Mrs. Harry Wheeler by Steve Allured,"Laughlin, Kyle (1905-1984)",1960,,,drawings (visual works),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Drawing; Idaho -- Social life and customs -- 20th century",Pencil works; Portrait drawings;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 273, Negative 99-273-012",99-273-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669842214,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/808,808,spec_kl808,image,spec_kl808.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl808.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl808_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl808_th.jpg,
"Drawings by Steve Allured (Idaho), 1960 [3]",Copy prints of drawings by Steve Allured of Harry Wheeler  Drawing by Robert Hatch of Idaho for book plate.,"Laughlin, Kyle (1905-1984)",1960,,,drawings (visual works),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Drawing; Idaho -- Social life and customs -- 20th century;",Pencil works; Portrait drawings;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 279, Negative 99-279-001",99-279-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669840447,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/867,867,spec_kl867,image,spec_kl867.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl867.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl867_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl867_th.jpg,
"Drawings by Steve Allured (Idaho), 1960 [4]",Copy prints of drawings by Steve Allured of  Mrs. Harry Wheeler. Drawing by Robert Hatch of Idaho for book plate,"Laughlin, Kyle (1905-1984)",1960,,,drawings (visual works),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Drawing; Idaho -- Social life and customs -- 20th century;",Pencil works; Portrait drawings;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 279, Negative 99-279-005",99-279-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669840409,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/868,868,spec_kl868,image,spec_kl868.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl868.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl868_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl868_th.jpg,
"Drawings by Steve Allured (Idaho), 1960 [5]",Copy prints of drawings by Steve Allured of Mrs. Harry Wheeler. Drawing by Robert Hatch of Idaho for book plate,"Laughlin, Kyle (1905-1984)",1960,,,drawings (visual works),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Drawing; Idaho -- Social life and customs -- 20th century;",Pencil works; Portrait drawings;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 279, Negative 99-279-007",99-279-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,,,669838561,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/869,869,spec_kl869,image,spec_kl869.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl869.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl869_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl869_th.jpg,
