objectid,parentid,display_template,title,presenter,event,date,description,bio,media_type,item_number,event_type,creator,publisher_digital,source,identifier,format_original,format,type,rights,rightsstatement,subject,language,youtubeid,filename,object_location,image_small,image_thumb
turning378,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  4",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  4 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,4,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_04,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning378.jpg,https://objects.lib.uidaho.edu/turningwheel/turning378.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning378_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning378_th.jpg
turning385,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  5",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  5 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,5,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_05,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning385.jpg,https://objects.lib.uidaho.edu/turningwheel/turning385.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning385_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning385_th.jpg
turning386,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  6",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  6 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,6,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_06,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning386.jpg,https://objects.lib.uidaho.edu/turningwheel/turning386.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning386_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning386_th.jpg
turning388,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  7",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  7 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,7,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_07,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning388.jpg,https://objects.lib.uidaho.edu/turningwheel/turning388.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning388_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning388_th.jpg
turning389,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  8",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  8 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,8,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_08,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning389.jpg,https://objects.lib.uidaho.edu/turningwheel/turning389.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning389_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning389_th.jpg
turning391,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  9",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  9 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,9,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_09,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning391.jpg,https://objects.lib.uidaho.edu/turningwheel/turning391.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning391_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning391_th.jpg
turning392,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  10",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  10 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,10,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_10,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning392.jpg,https://objects.lib.uidaho.edu/turningwheel/turning392.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning392_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning392_th.jpg
turning393,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  11",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  11 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,11,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_11,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning393.jpg,https://objects.lib.uidaho.edu/turningwheel/turning393.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning393_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning393_th.jpg
turning394,aiken,image,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Photograph  12",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Photograph  12 of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History. Pictured: Katherine Aiken.",,Photograph,12,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_12,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning394.jpg,https://objects.lib.uidaho.edu/turningwheel/turning394.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning394_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning394_th.jpg
turning460,aiken,pdf,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, PowerPoint",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"PowerPoint  of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History.",,PowerPoint,,Colloquium Talk,Katherine Aiken,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aikenValentine's_Day_2012,PowerPoint,application/pdf,Image;StillImage; Text,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning460.pdf,https://objects.lib.uidaho.edu/turningwheel/turning460.pdf,https://objects.lib.uidaho.edu/turningwheel/small/turning460_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning460_th.jpg
turning474,aiken,video,"Katherine Aiken, Colloquium Talk - Turning of the Wheel, Video",Katherine Aiken,A Historian Looks at Valentine's Day,2012-02-14,"Video  of Katherine Aiken's Colloquium Talk 'A Historian Looks at Valentine's Day.' Katherine Aiken is Dean, College of Letters, Arts & Social Sciences, and Professor of History.",,Video,,Colloquium Talk,,University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",aiken_999,Video,video/avi,Image;MovingImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,QFI4N2pKSAo,,https://youtu.be/QFI4N2pKSAo,https://img.youtube.com/vi/QFI4N2pKSAo/hqdefault.jpg,https://img.youtube.com/vi/QFI4N2pKSAo/hqdefault.jpg
dora,,event,Adoration of Dora: a Play with Text and Images,Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Set in Paris, 1936, this play explores Surrealist photographer Dora Maar's artistic journey and her relationship with Pablo Picasso. Themes include art, politics, sex and history. The work investigates how artists and lovers inspire and abuse one another and examines the collision of universal and unique worlds. Includes adult themes and content.","Robert Caisley is Associate Professor of Theatre & Film at University of Idaho and Head of Dramatic Writing Program. He has worked as a Creative Consultant for multiple entertainment companies and has extensive speaking experience at numerous universities. He is a playwright with multiple works including 'Happy' and 'The Frybride Queen.' Lauren 'Lojo' Simon is an MFA candidate in dramatic writing at University of Idaho. She is a playwright, journalist, and dramaturg. Her play 'Adoration of Dora' was previously featured at Moxie Theatre's Festival. She has written multiple plays including 'Moscow' and 'Mi Corazon.'",,,Performance,Robert Caisley and Lauren 'Lojo' Simon,,,,,,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,eng,,,,https://objects.lib.uidaho.edu/turningwheel/small/turning291_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning291_th.jpg
turning291,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  1",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  1 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,1,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_01,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning291.jpg,https://objects.lib.uidaho.edu/turningwheel/turning291.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning291_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning291_th.jpg
