objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
priestlake11,Clear Jo built by Mel Markham,View of Clear Jo built by Mel Markham. Also known as the BRC 2. Donated by Margaret Brischle via Priest Lake Museum.,1940,y,,boats;lakes (bodies of water);mountains,48.577733,-116.894133,Margaret Brischle via Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-14-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/11,11,109.jp2,/priestlake/image/109.jp2,image,priestlake11.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake11.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake11_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake11_th.jpg,""
priestlake56,Confluence of Priest River and Pend Oreille River,Aerial view of the confluence of Priest River and Pend Oreille River. Print of Ross Hall postcard.,1946,y,,rivers;postcard;mountains,48.256882,-116.53842,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-29-03,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/56,56,15.jp2,/priestlake/image/15.jp2,image,priestlake56.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake56.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake56_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake56_th.jpg,""
priestlake262,Constructing washroom,Constructing washroom. Donated by Red Gasterneau through Priest Lake Museum.,1935,y,,construction;ccc;washroom;civillian convservation corps,48.571544,-116.919344,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-16,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/262,262,335.jp2,/priestlake/image/335.jp2,image,priestlake262.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake262.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake262_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake262_th.jpg,""
priestlake151,"Construction on the Leonard Paul Store. Coolin, Idaho","View of the construction on the Leonard Paul Store in Coolin, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1910,y,,construction;buildings;lumber,48.479655,-116.849443,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-41,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/151,151,235.jp2,/priestlake/image/235.jp2,image,priestlake151.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake151.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake151_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake151_th.jpg,""
priestlake165,Continental Mine at Blue Joe Creek,View of the Continental Mine at Blue Joe Creek.,1940,y,,mines (buildings);mining;winter;snow,48.986658,-116.84159,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-24-06,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/165,165,248.jp2,/priestlake/image/248.jp2,image,priestlake165.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake165.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake165_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake165_th.jpg,""
priestlake261,Cooks,Cooks for German internees (POWs?). Donated by Red Gasterneau through Priest Lake Museum.,1943,y,,cooks;exteriors;buildings (structures),48.635111,116.876211,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-15,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/261,261,334.jp2,/priestlake/image/334.jp2,image,priestlake261.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake261.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake261_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake261_th.jpg,""
priestlake198,Coolin Cook House across from the Idaho Hotel,"Coolin Cook House which sat across from the Idaho Hotel. It was torn down in 1950. Coolin, Idaho. Donated by June Paul Paley through Priest Lake Museum.",1948,y,,diners (restaurants);exteriors;buildings,48.481134,-116.847576,June Paul Paley through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-03-03,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/198,198,278.jp2,/priestlake/image/278.jp2,image,priestlake198.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake198.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake198_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake198_th.jpg,""
priestlake10,"Coolin Marina and dock, Coolin, Idaho","View of Coolin Marina and dock at Coolin, Idaho. Donated by Harriet (Klein) Allen through Priest Lake Museum.",1920,y,,docks;lakes (bodies of water);marines;boats,48.480153,-116.849872,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-38,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/10,10,108.jp2,/priestlake/image/108.jp2,image,priestlake10.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake10.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake10_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake10_th.jpg,""
priestlake7,"Coolin Marina dock. Coolin, Idaho.","People standing on the dock at the Coolin Marina. in Coolin, Idaho. Donated by Harriet (Klein) Allen through Priest Lake Museum.",1920,y,,boats;docks;lakes (bodies of water),48.47979,-116.850398,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-37,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,7 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/7,7,105.jp2,/priestlake/image/105.jp2,image,priestlake7.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake7.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake7_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake7_th.jpg,""
priestlake212,Coolin Mountain looking north,"View from Coolin Mountain looking north up Priest Lake, Idaho. Donated by Russ Bishop through Priest Lake Museum.",1940,y,,lakes (bodies of water);mountains;forest,48.460474,-116.86076,Russ Bishop through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-05-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/212,212,290.jp2,/priestlake/image/290.jp2,image,priestlake212.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake212.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake212_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake212_th.jpg,""
