file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,idaho_county,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,rightsstatement,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
,Class of CCC Men,,Several CCC men sit around a table reading while attending a class at Camp Heyburn.,1935,y,SP-1,C-1995,group portraits; adult education; reading,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_009,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/26,26,33.jpg,/cccidaho/image/33.jpg,cccidaho26,image,cccidaho26.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho26.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho26_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho26_th.jpg,
,Heyburn State Park Entrance Sign,,The rear view of the Heyburn State Park entrance sign. The sign reads 'Leaving Heyburn State Park'. A man is seated on the sign and there is also some graffiti reading 'C. Hill'.,1935,,SP-1,C-1995,identification signs; state parks; portraits; graffiti,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_010,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/27,27,34.jpg,/cccidaho/image/34.jpg,cccidaho27,image,cccidaho27.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho27.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho27_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho27_th.jpg,
,Mess Hall,,A view of the mess hall at Camp Heyburn.,1935,y,SP-1,C-1995,lunchrooms,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_011,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/28,28,35.jpg,/cccidaho/image/35.jpg,cccidaho28,image,cccidaho28.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho28.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho28_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho28_th.jpg,
,Lodge Construction,,Lodge under construction at Heyburn State Park.,1935,y,SP-1,C-1995,construction (assembling); winter; snow (precipitation); state parks; lodges (public accommodations),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_012,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/29,29,36.jpg,/cccidaho/image/36.jpg,cccidaho29,image,cccidaho29.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho29.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho29_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho29_th.jpg,
,Lodge Construction,,Lodge under construction at Heyburn State Park.  A man poses on the roof.,1935,y,SP-1,C-1995,construction (assembling); winter; snow (precipitation); state parks; lodges (public accommodations),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_013,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/30,30,37.jpg,/cccidaho/image/37.jpg,cccidaho30,image,cccidaho30.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho30.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho30_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho30_th.jpg,
,Lodge Construction,,Lodge under construction at Heyburn State Park. Men pose on top the structure.,1935,y,SP-1,C-1995,construction (assembling); state parks; portraits; construction workers; lodges (public accommodations),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_015,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/31,31,38.jpg,/cccidaho/image/38.jpg,cccidaho31,image,cccidaho31.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho31.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho31_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho31_th.jpg,
,Lodge Construction,,Lodge under construction at Heyburn State Park.,1935,y,SP-1,C-1995,construction (assembling); winter; snow (precipitation); state parks; lodges (public accommodations),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_016,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/32,32,39.jpg,/cccidaho/image/39.jpg,cccidaho32,image,cccidaho32.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho32.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho32_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho32_th.jpg,
,Camp Deep Creek,United States Forest Service,"A view of flagpole, tents, and buildings at Camp Deep Creek. A young man stands in the foreground. Note tents have changed and become more permanent.",1935,y,F-45,C-952,tents (portable buildings); forests (plant communities); flagpoles; aerial views; barracks,Bitterroot National Forest,"Deep Creek, Idaho; Darby, Montana; Bitterroot National Forest",Idaho County,45.7204,-114.5121,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,BitterrootNF_004,Image;StillImage,Bitterroot National Forest,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/33,33,4.jpg,/cccidaho/image/4.jpg,cccidaho33,image,cccidaho33.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho33.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho33_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho33_th.jpg,
,CCC Company 1995,,Group picture of the CCC Company stationed at Camp Heyburn.,1935,y,SP-1,C-1995,group portraits,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_014,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/34,34,40.jpg,/cccidaho/image/40.jpg,cccidaho34,image,cccidaho34.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho34.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho34_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho34_th.jpg,
,Lodge Construction,,Lodge under construction at Heyburn State Park. Men assembling the roof.,1935,y,SP-1,C-1995,construction (assembling); state parks; construction workers; group portraits; lodges (public accommodations),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_017,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/35,35,41.jpg,/cccidaho/image/41.jpg,cccidaho35,image,cccidaho35.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho35.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho35_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho35_th.jpg,
,Completed Lodge,,Exterior view of the completed lodge at Heyburn State Park.,1935,y,SP-1,C-1995,lodges (public accommodations); state parks,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_018,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/36,36,42.jpg,/cccidaho/image/42.jpg,cccidaho36,image,cccidaho36.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho36.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho36_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho36_th.jpg,
,Mess Hall,,A view of the mess hall at Camp Heyburn.,1935,y,SP-1,C-1995,lunchrooms,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_019,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/37,37,43.jpg,/cccidaho/image/43.jpg,cccidaho37,image,cccidaho37.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho37.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho37_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho37_th.jpg,
,Recreation Hall,,An interior view of the recreation hall at Camp Heyburn.,1935,y,SP-1,C-1995,recreation rooms; pool tables; pianos,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_021,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/38,38,44.jpg,/cccidaho/image/44.jpg,cccidaho38,image,cccidaho38.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho38.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho38_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho38_th.jpg,
,Shelter Construction,,Shelter construction at Camp Heyburn. A man stands inside the shelter.,1935,,SP-1,C-1995,state parks; shelters (single built works); construction (assembling),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_022,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/39,39,45.jpg,/cccidaho/image/45.jpg,cccidaho39,image,cccidaho39.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho39.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho39_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho39_th.jpg,
,Superintendent Quarters,,An exterior view of the quarters of the Superintendent of Camp Heyburn.,1935,,SP-1,C-1995,superintendents; houses,Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_023,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/40,40,46.jpg,/cccidaho/image/46.jpg,cccidaho40,image,cccidaho40.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho40.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho40_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho40_th.jpg,
,Wishing Well,,Wishing well at Camp Heyburn.,1935,y,SP-1,C-1995,state parks; water wells; wells (structures),Heyburn State Park,Heyburn State Park; Lake Chatcolet,Benewah County,47.3611,-116.761,newspaper clipping,Idaho Civilian Conservation Corps,image/jpeg,HeyburnStatePark_024,Image;StillImage,Heyburn State Park,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/41,41,47.jpg,/cccidaho/image/47.jpg,cccidaho41,image,cccidaho41.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho41.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho41_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho41_th.jpg,
,Payette National Forest Service Headquarters,,Aerial view of the Payette National Forest Service Headquarters in McCall. Also shown is the CCC Camp on the shores of Payette Lake.,1938,,,,aerial photographs; administration buildings; national forests,McCall Public Library,"McCall, Idaho; Payette Lake",Valley County,44.9108,-116.1041,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,McCallPublicLibrary_001,Image;StillImage,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2014-12-02,2014-12-02,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/42,42,48.jpg,/cccidaho/image/48.jpg,cccidaho42,image,cccidaho42.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho42.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho42_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho42_th.jpg,
