title,photographer,description,date,date_approximate,subject (lcsh),subject,location,features,latitude,longitude,source,identifier,rights,rightsstatement,type,format,language,moscow number,fs number,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Scenes at Deception Creek Experimental Forest Headquarters,"Wellner, Chuck A.",Fig. 4 - Scenes at Deception Creek Experimental Forest (Deception Creek Experimental Forest) Headquarters.  1. Base of flagpole.  2.Weather Station.  3. Rain gauge and base.  4. Foot bridge across Sands Creek in front of Cottage One.,1936,Yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters,,"Kootenai County, Idaho",Deception Creek Experimental Forest Headquarters,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_03,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,635,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/24,24,expforsav24,image,expforsav24.jpg,https://objects.lib.uidaho.edu/expforest/expforsav24.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav24_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav24_th.jpg,
Snow scene of buildings,C.L. James,"Figure 5 - Deception Creek Experimental Forest (Deception Creek Experimental Forest) March, 1936. ""Snow scene of buildings.""",1936-03-01,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,"Kootenai County, Idaho",Deception Creek Experimental Forest,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_04,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,636,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/25,25,expforsav25,image,expforsav25.jpg,https://objects.lib.uidaho.edu/expforest/expforsav25.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav25_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav25_th.jpg,
Map of road maintenance and construction.,,"From the 1936 Annual Report,  Fig. 6, map of road maintenance and construction.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,"Kootenai County, Idaho",Deception Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_05,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,637,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/26,26,expforsav26,image,expforsav26.jpg,https://objects.lib.uidaho.edu/expforest/expforsav26.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav26_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav26_th.jpg,
Map of roadside timber clean-up projects,,"From the 1936 Annual Report, Fig. 7 map of roadside timber clean-up projects.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,"Kootenai County, Idaho",Deception Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_06,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,638,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/27,27,expforsav27,image,expforsav27.jpg,https://objects.lib.uidaho.edu/expforest/expforsav27.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav27_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav27_th.jpg,
Debris resulting from roadside cleanup work before and after burning,,"From the 1936 Annual Report, Fig. 8, captions reads: ""Debris resulting from roadside cleanup work before and after burning, Southside road (Ames - Montford Creek).""",1936,,United States--Idaho--Kootenai County--Ames Creek--Montford Creek,,"Kootenai County, Idaho",Ames Creek; Montford Creek,47.73277778,-116.4983333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_07,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,639,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/28,28,expforsav28,image,expforsav28.jpg,https://objects.lib.uidaho.edu/expforest/expforsav28.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav28_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav28_th.jpg,
Burning roadside cleanup slash along the Huckleberry Ridge road,,"From the 1936 Annual Report, Fig. 9, captions reads: ""Burning roadside cleanup slash along the Huckleberry Ridge road.""",1936,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Huckleberry Ridge,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Huckleberry Ridge,47.74583333,-116.5213889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_08,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,640,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/29,29,expforsav29,image,expforsav29.jpg,https://objects.lib.uidaho.edu/expforest/expforsav29.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav29_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav29_th.jpg,
"Map of thinning area, Upper Deception Creek",,"Fig. 11, Map of thinning area, Upper Deception Creek, showing plots 46-47 and 48-59.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Upper Deception Creek,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Upper Deception Creek,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_09,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,641,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/30,30,expforsav30,image,expforsav30.jpg,https://objects.lib.uidaho.edu/expforest/expforsav30.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav30_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav30_th.jpg,
"Map of silvicultural work, reservoir area",,"From 1936 Annual Report, Fig. 12, map of silvicultural work, reservoir area.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,"Kootenai County, Idaho",Deception Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_10,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,642,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/31,31,expforsav31,image,expforsav31.jpg,https://objects.lib.uidaho.edu/expforest/expforsav31.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav31_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav31_th.jpg,
Silvicultural work in Ames Creek area,,"From the 1936 Annual Report, Fig. 13, silvicultural work in Ames Creek area.",1936,yes,United States--Idaho--Kootenai County--Ames Creek-- Deception Creek Experiemental Forest,,"Kootenai County, Idaho",Ames Creek; Deception Creek Experimental Forest,47.73027778,-116.4888889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_11,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,643,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/32,32,expforsav32,image,expforsav32.jpg,https://objects.lib.uidaho.edu/expforest/expforsav32.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav32_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav32_th.jpg,
Photo page from the 1936 Annual Report,,"Photo page from the 1936 Annual Report, Fig. 14.  Views of a Pacific pumper, CCC crew, Finger Gulch, slashing, Ken Davis w/pruning tools, and Melvin Bradner, Station Director.",1936,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest,,"Kootenai County, Idaho",Deception Creek Experimental Forest,47.73777778,-116.5033333,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1936_12,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,644,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/33,33,expforsav33,image,expforsav33.jpg,https://objects.lib.uidaho.edu/expforest/expforsav33.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav33_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav33_th.jpg,
Buildings and greenhouse at Priest Creek Experimental Forest,"Weidman, R.H.",Buildings and greenhouse at Priest Creek Experimental Forest,1922,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",1922,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,263,256188,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/34,34,expforsav34,image,expforsav34.jpg,https://objects.lib.uidaho.edu/expforest/expforsav34.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav34_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav34_th.jpg,
A panoramic depiction of the sale area and were scanned as one,K.P. Davis,The following photos were taken of Ames Creek sale. Four separate photos from each year form a panoramic depiction of the sale area and were scanned as one. Photo point H-26 was located at back of powder house.,1938,,United States--Idaho--Kootenai County--Ames Creek-- Deception Creek Experiemental Forest,,"Kootenai County, Idaho",Ames Creek; Deception Creek Experimental Forest,47.73027778,-116.4888889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",AmesCk0104,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1058,"374112, 374111, 374110, 374109",http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/35,35,expforsav35,image,expforsav35.jpg,https://objects.lib.uidaho.edu/expforest/expforsav35.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav35_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav35_th.jpg,
