objectid,filename,title,creator,date,archival_date,description,image_alt_text,subject,source,identifier,relation,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
kibbiedome022,dsc_6793 copy.jpg,Ron Paul,Argonaut,2012,2012-03-05,Politician Ron Paul speaks during an event in the Kibbie Dome.,"Color photograph of a white haired man in a brown sweater stands at a podium with the words ""RON PAUL"" on it.",speakers (people); politicians; stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_dsc_6793 copy,,Image;StillImage,color digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/dsc_6793 copy.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/dsc_6793 copy_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/dsc_6793 copy_th.jpg
kibbiedome023,gambino3.jpg,Childish Gambino performs in the Kibbie Dome,Argonaut,2012,2012-05-12,Musician Childish Gambino performs in the Kibbie Dome.,Color photograph of a man in a red shirt speaks or sings into a microphone.,musicians; concerts (performances); stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_gambino3,,Image;StillImage,color digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/gambino3.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/gambino3_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/gambino3_th.jpg
kibbiedome024,gem1976_p28.jpg,1975 University of Idaho football game [2],,1975,1975-10-11,"Action during an October 1975 football game in the Kibbie Dome. The result was a tie, 31-31, against Boise State University.",Color photograph of football players in two different styles of football uniforms running on a football field. In the background are stands crowded with people.,football (sports); stadiums,"Gem of the Mountains Yearbooks, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",gem_1976_p28,,Image;StillImage,color photographic print,image/jpeg,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/gem1976_p28.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/gem1976_p28_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/gem1976_p28_th.jpg
kibbiedome025,gloria_steinem1.jpg,"Gloria Steinem, Women's Center's 40th anniversary",Argonaut,2012,2012-10-04,Writer and activist Gloria Steinem speaks in the Kibbie Dome as part of the University of Idaho Women's Center 40th anniversary events.,"Color photograph of a woman standing at a podium with a drape that reads ""University of Idaho"".",speakers (people); activists; stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_gloria_steinem1,,Image;StillImage,color digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/gloria_steinem1.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/gloria_steinem1_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/gloria_steinem1_th.jpg
kibbiedome026,kibbieconstruction.jpg,Construction workers standing on Kibbie Dome scaffolding,Argonaut,2009,2009-2011,Construction workers standing on scaffolding during renovations of the Kibbie Dome end walls.,"Black and white photograph of people standing on several levels of scaffolding against the side of a building, passing a ladder between each other.",scaffolds; construction equipment; stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_kibbieconstruction,,Image;StillImage,black and white digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/kibbieconstruction.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/kibbieconstruction_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/kibbieconstruction_th.jpg
kibbiedome027,kibbiedome1.jpg,West end of the Kibbie Dome,Argonaut,2009,2009-2011,Scaffolding covers the west end wall of the Kibbie Dome during renovations.,Color photograph of the end wall of a building covered in scaffolding. Next to it stands a construction crane and other construction equipment.,construction workers; scaffolds; construction equipment; stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_kibbiedome1,,Image;StillImage,color digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/kibbiedome1.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/kibbiedome1_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/kibbiedome1_th.jpg
kibbiedome028,mackelmore-bw-25.jpg,Macklemore performs in the Kibbie Dome,Argonaut,2013,2013-05-03,Musician Macklemore performs in the Kibbie Dome.,Black and white photograph of a man in a white tank top speaking or singing into a microphone.,musicians; concerts (performances); stadiums,"The Argonaut digital materials, UG 130, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",ug130_mackelmore-bw-25,,Image;StillImage,black and white digital photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv480809,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/mackelmore-bw-25.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/mackelmore-bw-25_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/mackelmore-bw-25_th.jpg
kibbiedome029,mg318_37_1062.jpg,First arch in place,,1975,1975-05-07,"Photographic print of the Kibbie Dome construction site, inscribed with a handwritten message from President Ernest Hartung to Henry L. Day: ""Henry - Here's the first one in place! Ernie Hartung""",Black and white photograph of an open air stadium. Construction cranes maneuver a wooden arch to attach it to the upper wall of the stadium.,construction sites; construction equipment; stadiums,"Henry Lawrence Vincent Day Papers, MG 318, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg318_37_1062,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv18817,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/mg318_37_1062.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/mg318_37_1062_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/mg318_37_1062_th.jpg
kibbiedome030,pg1_147-023.jpg,University of Idaho Athletic Complex Phase II - Enclosed Stadium [1],"Cline, Smull, Hamill, Shaw & Associates",1971,1969-1975,"Drawing of Phase II of the Kibbie Dome construction project: enclosing Idaho Stadium with a roof. Produced by architectural firm Cline, Smull, Hamill, Shaw, and Associates, of Boise, Idaho.",A color architectural drawing of a building with an arched roof that encloses a football field and stands. One end wall is removed to show the building interior.,architectural drawings (visual works); stadiums,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg1_147-023,,Image;StillImage,color drawing,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv382718,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg1_147-023.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg1_147-023_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg1_147-023_th.jpg
kibbiedome031,pg1_147-024.jpg,University of Idaho Athletic Complex Phase II - Enclosed Stadium [2],"Cline, Smull, Hamill, Shaw & Associates",1971,1969-1975,"Drawing of Phase II of the Kibbie Dome construction project: enclosing Idaho Stadium with a roof. Produced by architectural firm Cline, Smull, Hamill, Shaw, and Associates, of Boise, Idaho.",A color architectural drawing of a building with an arched roof and green and white blobby decorations painted on the end wall.,architectural drawings (visual works); stadiums,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg1_147-024,,Image;StillImage,color drawing,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv382718,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg1_147-024.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg1_147-024_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg1_147-024_th.jpg
