objectid,parentid,title,creator,recipient ,date,approximated_date,archival_date,description,subject,location,latitude,longitude,source,filename,identifier,type,format,format_original,findingaid,digital_collection,contributing_institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,object_transcript
cougar-dave_026,,Big Creek and Salmon River Map,,,,1879,1875-1883,A map of the country between Big Creek and Salmon river.,maps; land; rivers; creeks,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f4_002.pdf,mg190_b1_f4_002,Text,application/pdf,map,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f4_002.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f4_002_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f4_002_th.jpg,
cougar-dave_027,,New York Times Cover,The New York Times,,1927-11-13,,13 November 1927,"The cover of the New York Times featuring a Red Cross campaign, plane accident, photo of Dave Lewis, and more.",newspapers; campaigns; planes; accidents; photos,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f5_001.jpg,mg190_b1_f5_001,Image;StillImage,image/jpeg,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f5_001.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f5_001_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f5_001_th.jpg,
cougar-dave_028,,Newspaper Article,,,1927-11-27,,27 November 1927,"A newspaper article titled ""Nashville Men Have Successful Hunt In Idaho National Forest"" featuring various photos of Idaho's landscape and wild animals.",newspapers; articles; hunting; wildlife; lands,"Nashville, Tennessee",36.16047626,-86.78525803,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f5_002.jpg,mg190_b1_f5_002,Image;StillImage,image/jpeg,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f5_002.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f5_002_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f5_002_th.jpg,
cougar-dave_029,,The Idaho Sunday Statesman Newspaper,The Idaho Sunday Statesman,,1930-12-28,,28 December 1930,"An Idaho Sunday Statesman newspaper article titled ""They Would Keep the State's Wildest Beauty Unspoiled"" about the possibility of a 'proposed primitive area' to keep natural and for recreational use.",newspapers; articles; wildlife; lands; nature; recreation,"Boise, Idaho",43.61519478,-116.2016285,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f5_003.jpg,mg190_b1_f5_003,Image;StillImage,image/jpeg,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f5_003.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f5_003_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f5_003_th.jpg,
cougar-dave_030,,The Sunday Oregonian Newspaper,The Sunday Oregonian,,1927-04-17,,17 April 1927,"The Sunday Oregonian newspaper article titled ""Idaho Invites Coolidge to ""Matterhorn of America"" "".",newspaper; article; lands,"Portland, Oregon",45.51565795,-122.6674584,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f5_004.jpg,mg190_b1_f5_004,Image;StillImage,image/jpeg,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f5_004.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f5_004_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f5_004_th.jpg,
cougar-dave_031,,The Statesman's Monday Picture Page,The Idaho Statesman,,1927-11-07,,07 November 1927,"The Idaho Statesman's newspaper monday picture page highlighting six photographs of traveling men, wildlife, and wilderness.",newspapers; articles; photographs; wildlife; wilderness; travelers,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f5_005.jpg,mg190_b1_f5_005,Image;StillImage,image/jpeg,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f5_005.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f5_005_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f5_005_th.jpg,
cougar-dave_032,,Old Caswell Ranch Photograph,,,,1918,1914-1922,A photograph of old Caswell Ranch on Spring Creek. The photograph shows two cabins at the base of a hill.,ranch houses; wilderness; cabins; photograph,Spring Creek,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f06-050.jpg,mg190_b1_f06-050,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f06-050.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f06-050_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f06-050_th.jpg,
cougar-dave_033,,Man and Animals Photograph,,,,,undated,"A photograph of a horse rider leads four horses away from the foreground of the picture. A dog stands to the left of horses, watching.",photographs; horses; dogs; person; animals; horseback riding,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f06-051.jpg,mg190_b1_f06-051,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f06-051.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f06-051_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f06-051_th.jpg,
cougar-dave_034,,Three Men Camping Photograph,,,,,undated,A photograph of three men in the middle of two tents.,photographs; people; men; tents; camping,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f06-052.jpg,mg190_b1_f06-052,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f06-052.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f06-052_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f06-052_th.jpg,
cougar-dave_035,,Dave Lewis and two men fording stream on horseback,,,1928-08,,August 1928,A photograph of Dave Lewis and two men fording stream on horseback. A blurry figure of a dog is at the back of the river.,photographs; horses; horseback riding; dogs; animals; rivers,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f06-053.jpg,mg190_b1_f06-053,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f06-053.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f06-053_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f06-053_th.jpg,
cougar-dave_036,,Thelma Page Photograph 1,,,1931,,1931,"Three people and three dogs stand in front of a headstone at the Sheepeater Battlefield on Soldier Bar. Front left to right, David Lewis, Thelma Page, and an unindentifiable man.",photographs; people; dogs; headstone,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f06-054.jpg,mg190_b1_f06-054,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f06-054.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f06-054_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f06-054_th.jpg,
cougar-dave_037,,Thelma Page Photograph 2,,,1931,,1931,Thelma Page stands on top a log overlooking several attentive dogs.,photographs; log (wood); dogs,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f06-055.jpg,mg190_b1_f06-055,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f06-055.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f06-055_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f06-055_th.jpg,
