objectid,parentid,title,creator,date,archival_date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
mg5792_011-012,,Hailey photos [11],Sheldon Zadok Thayer; Vernice Thayer,,,"Two people sit on a sofa, and six people pose behind it. They are dressed in depression-era clothing, and some people have drawn-on facial hair. ""Hard Times Party Hailey"" is written on the front of the photograph.",groups of people; parties (events); costumes (character dress); sofas,"Hailey, Idaho",43.51957048,-114.3153813,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_011-012,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_011-012.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_011-012,https://objects.lib.uidaho.edu/thayer/small/mg5792_011-012_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_011-012_th.jpg
mg5792_011-013,,Hailey photos [12],Sheldon Zadok Thayer; Vernice Thayer,,,A large group of people pose for a photo in a room.,groups of people; parties (events); living rooms,"Hailey, Idaho",43.51957048,-114.3153813,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_011-013,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_011-013.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_011-013,https://objects.lib.uidaho.edu/thayer/small/mg5792_011-013_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_011-013_th.jpg
mg5792_011-014,,Hailey photos [13],Sheldon Zadok Thayer; Vernice Thayer,,,"A house is surrounded by bare trees and covered in snow. ""Gray house Hailey"" is written on the front of the photograph.",houses; snow (precipitation); trees (woody plants),"Hailey, Idaho",43.51957048,-114.3153813,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_011-014,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_011-014.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_011-014,https://objects.lib.uidaho.edu/thayer/small/mg5792_011-014_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_011-014_th.jpg
mg5792_011-015,,Hailey photos [14],Sheldon Zadok Thayer; Vernice Thayer,,,"A house behind a bare tree is covered in snow. ""Pezolot house Hailey"" is written on the front of the photograph.",houses; snow (precipitation); trees (woody plants),"Hailey, Idaho",43.51957048,-114.3153813,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_011-015,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_011-015.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_011-015,https://objects.lib.uidaho.edu/thayer/small/mg5792_011-015_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_011-015_th.jpg
mg5792_012-001,,Mascot Mine [1],Sheldon Zadok Thayer; Vernice Thayer,,,Trees grow on a snowy mountain slope.,mountains (landforms); snow (precipitation); trees (woody plants),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-001_th.jpg
mg5792_012-002,,"Meadow below Notched Peak, Stanley Lake",Sheldon Zadok Thayer; Vernice Thayer,,,"Scrub plants grow beneath a rocky peak. ""Meadow below Notched Peak - Stanley Lake"" is written on the back of the photograph.",scrub pine (plants); mountains (landforms),"Custer County, Idaho",44.24885486,-115.0585925,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-002.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-002,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-002_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-002_th.jpg
mg5792_012-003,,Stanley Lake,Sheldon Zadok Thayer; Vernice Thayer,,,"A lake is surrounded by pine trees. A mountain peak is visible in the background. ""Stanley Lake"" is written on the back of the photograph.",lakes (bodies of water); Pinus (genus); mountains (landforms),"Custer County, Idaho",44.24762446,-115.0587419,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-003.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-003,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-003_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-003_th.jpg
mg5792_012-004,,"Easely, Silver, and Boulder Peaks postcard",Sheldon Zadok Thayer; Vernice Thayer,,,"A postcard with a photo of mountains surrounding a meadow. ""483. Easely, Silver, and Boulder Peaks, Sawtooth Mountains, Idaho"" is printed on the bottom of the photo. The back of the postcard is blank.",mountains (landforms); meadows,"Blaine County, Idaho",43.86236502,-114.5485706,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-004,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-004.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-004,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-004_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-004_th.jpg
mg5792_012-005,,Mascot Mine [2],Sheldon Zadok Thayer; Vernice Thayer,,,"A body of water at the base of a mountain range, surrounded by pine trees.",Pinus (genus); mountains (landforms); pools (bodies of water),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-005,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-005.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-005,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-005_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-005_th.jpg
mg5792_012-006,,Mascot Mine [3],Sheldon Zadok Thayer; Vernice Thayer,,,A snow-covered bridge over a creek.,snow (precipitation); bridges (built works),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-006,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-006.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-006,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-006_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-006_th.jpg
mg5792_012-007,,Mascot Mine [4],Sheldon Zadok Thayer; Vernice Thayer,,,A pool of water is visible at the base of a mountain range.,mountains (landforms); pools (bodies of water); Pinus (genus),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_012-007,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_012-007.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_012-007,https://objects.lib.uidaho.edu/thayer/small/mg5792_012-007_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_012-007_th.jpg
