objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page28,Future MDs See Rural Idaho 01,Unknown,1972-10-14,"A newspaper clipping discussing future MDs seeing rural Idaho, detailing their experiences and observations during the tour and insights into the program's impact on medical training.",WAMI Program; University of Idaho; News Article; Future MDs,"Nampa, Idaho",43.5407,-116.5635,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page28,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_028.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_028_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_028_th.jpg"
ug135-scrapbook1-page29,Future MDs See Rural Idaho 02,Unknown,1972-10-16,"A newspaper clipping discussing future MDs seeing rural Idaho, detailing their experiences and observations during the tour and insights into the program's impact on medical training.",WAMI Program; University of Idaho; News Article; Future MDs,"Nampa, Idaho",43.5407,-116.5635,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page29,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_029.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_029_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_029_th.jpg"
ug135-scrapbook1-page30,WAMI Students Tour Clinics and Participates in WAMI,Unknown,1972-10,"Newspaper clippings about WAMI students making a tour of clinics, and Steven R. Shirts, a student working at WSU as part of his medical education",WAMI Program; University of Idaho; News Article; Future MDs,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page30,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_030.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_030_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_030_th.jpg"
ug135-scrapbook1-page31,WAMI Students Visit Homedale Health Clinic,Unknown,1972-10,"A newspaper clipping discussing WAMI students visiting Homedale Health Clinic, focusing on their activities and the clinic's role in the community.",WAMI Program; University of Idaho; News Article; Health Clinic Visit,"Homedale, Idaho",43.6174,-116.9337,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page31,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_031.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_031_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_031_th.jpg"
ug135-scrapbook1-page32,WAMI Students Tour Clinics,Unknown,1972-10-16,"A newspaper clipping from The Daily Idahonian discussing the WAMI students' tour of clinics, detailing the students' flight arrangements and the clinics they will visit.",WAMI Program; University of Idaho; Tour; Clinics,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page32,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_032.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_032_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_032_th.jpg"
ug135-scrapbook1-page33,Physicians to Assist WAMI Students,Unknown,1972-10,A newspaper clipping discussing the involvement of local physicians in the WAMI program to provide practical medical training for students.,WAMI Program; University of Idaho; Physicians; Training,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page33,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_033.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_033_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_033_th.jpg"
ug135-scrapbook1-page34,Memo to Schools and Colleges,Unknown,1972-10,"A memo to schools and colleges from the Office of High School Relations at the University of Washington, detailing the WAMI program and its goals, including increasing the number of rural doctors in the Pacific Northwest.",WAMI Program; University of Idaho; Memo; Goals,"Seattle, Washington",47.6062,-122.3321,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page34,Image;StillImage,Memo,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_034.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_034_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_034_th.jpg"
ug135-scrapbook1-page35,Pre-Med Program Sets Goals,Unknown,1972-10,"A newspaper clipping from W.S.U. Hilltopics discussing the goals set by the pre-med program, highlighting the initiative to decentralize medical education and the focus on rural health care.",WAMI Program; University of Idaho; Pre-Med; Goals,"Pullman, Washington",46.7319,-117.1542,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page35,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_035.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_035_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_035_th.jpg"
ug135-scrapbook1-page36,Dr. Adkins and Dr. Leff,Unknown,1972-10,A newspaper clipping with two photographs of Dr. Rom Adkins and Dr. Wenzel Leff. The images highlight the involvement of  faculty in the WAMI program.,WAMI Program; University of Idaho; Directory; Faculty,"Pullman, Washington",46.7319,-117.1542,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page36,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_036.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_036_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_036_th.jpg"
ug135-scrapbook1-page37,Four States Combine Resources to Educate More Physicians,Unknown,1972-11-02,"A newspaper clipping from the Wood River Journal discussing the collaboration of four states (Washington, Alaska, Montana, and Idaho) to combine resources and educate more physicians, highlighting the WAMI program.",WAMI Program; University of Idaho; Collaboration; Physicians,"Hailey, Idaho",43.5196,-114.3153,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page37,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_037.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_037_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_037_th.jpg"
