objectid,parentid,title,date,archival_date,description,relation_is_part_of,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
kooskia849,,Lights on a building and a Christmas tree at Kooskia,1944,1943-1945,Exterior view of building and Christmas tree with lights on at night at the Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a building and a pine tree with lights at night.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 18, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page18_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page18_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page18_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page18_a_th.jpg
kooskia845,,Men playing card game in Kooskia,1944,1943-1945,Interior image of a group of men sitting at a table playing a card game at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of five men sitting around a table playing a card game.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 18, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page18_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page18_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page18_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page18_b_th.jpg
kooskia846,,Christmas tree in Kooskia,1944,1943-1945,Image of three men putting lights and Christmas decorations on tree in winter at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of three men decorating a pine tree outside in the snow. They are hanging Christmas lights.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 18, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page18_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page18_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page18_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page18_c_th.jpg
kooskia847,,"Full scrapbook page, page 19: interior shots of  Kooskia camp canteen at Kooskia",1944,1943-1945,"Interior shots of Kooskia camp canteen, including a look into the back room. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted from age and includes three black and white photographs at various angles. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 19, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page19.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page19.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page19_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page19_th.jpg
kooskia848,,Merchandise in back room at Kooskia,1944,1943-1945,Interior image of store merchandise in back room from a window at the front counter at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of the inside of the merchandise room. A beer bottle and beer glass sits in the service window looking into the room. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 19, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page19_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page19_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page19_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page19_a_th.jpg
kooskia850,,Sitting by stove in Kooskia,1944,1943-1945,Interior image of a group of men sitting around a wood-burning stove at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a group of men sitting around a wood-burning stove.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 19, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page19_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page19_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page19_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page19_b_th.jpg
kooskia851,,Kooskia camp canteen group photo,1944,1943-1945,"Interior view of group of  men in front of store counter drinking beverages; sign behind counter reads, ""Kooskia Camp Canteen"";. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a group of men sitting in front of a counter and drinking beverages. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 19, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page19_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page19_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page19_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page19_c_th.jpg
kooskia854,,Full scrapbook page 20: Kooskia camp canteen Kooskia,1944,1943-1945,"Kooskia camp canteen and store, where men could purchase items and drinks. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes three black and white photographs at various angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 20, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page20.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page20.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page20_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page20_th.jpg
kooskia855,,Kooskia camp canteen during transaction in Kooskia,1944,1943-1945,"Interior image of three men in store talking; sign in background says, ""Kooskia Camp Canteen"". Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia","A black and white photograph of three men inside of a store with a sign reading ""Kooskia Camp Canteen"" on the wall.","Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 20, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page20_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page20_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page20_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page20_a_th.jpg
kooskia852,,Group outside of Kooskia,1944,1943-1945,Image of men standing outside at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of men standing outside next to two large posts. One of the men is smoking a cigarette and the other four are standing. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 20, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page20_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page20_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page20_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page20_b_th.jpg
