title,description,creator,recipient,point of origin,date,date is approximate,subject,latitude,longitude,source,identifier,rights,rightsstatement,format original,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,object_transcript
Camas Prairie Railroad Station in Lewiston [1],"The Camas Prairie Railroad Station in Lewiston, Idaho.","Rikerd, Maynard",,,1905-05-31,,color photographs; freight trains; railroads (infrastructure),46.400248,-117.00087,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_019,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/31,31,291.jp2,/riegger/image/291.jp2,riegger31,image,riegger31.jpg,https://objects.lib.uidaho.edu/riegger/riegger31.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger31_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger31_th.jpg,
"Letter from Hal Riegger to Todd Sullivan, August 24, 1982","Hal Riegger addresses previous correspondence and asks about specific photos that he would be interested in for his book. Reigger also provides specific examples of what he is looking for including print sizes, locations, and specific locomotives.","Riegger, Hal","Sullivan, Todd",United States; California; Nevada County; Penn Valley;,1983-08-24,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_020,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/32,32,370.pdf,/riegger/image/370.pdf,riegger32,pdf,riegger32.pdf,https://objects.lib.uidaho.edu/riegger/riegger32.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger32_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger32_th.jpg,
Rear of Superintendent's Private Train Car,"A photograph of the 'rear of private car assigned to Division Superintendent George Slorah, on train 311, is gas-electric B12.' Seen at Arrow Junction.","Butler, Bruce",,,1954-06-23,,passenger cars (railroad cars),46.479243,-116.767672,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/33,33,484.jp2,/riegger/image/484.jp2,riegger33,image,riegger33.jpg,https://objects.lib.uidaho.edu/riegger/riegger33.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger33_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger33_th.jpg,
Winchester Lumber Mill Engine,The Winchester Lumber Mill Engine making a delivery to Camas Prairie.,"Rikerd, Maynard",,,1905-05-25,yes,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_030,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/34,34,144.jp2,/riegger/image/144.jp2,riegger34,image,riegger34.jpg,https://objects.lib.uidaho.edu/riegger/riegger34.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger34_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger34_th.jpg,
Railroad Worker Climbing a Car,A photograph of a railroad worker climbing up a car to reach the cabin. Another worker looks out from a window in the cabin.,"Meckstroth, Wally",,,1958-10-01,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F23_004,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/35,35,113.jp2,/riegger/image/113.jp2,riegger35,image,riegger35.jpg,https://objects.lib.uidaho.edu/riegger/riegger35.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger35_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger35_th.jpg,
"Paper Copy of Photograph of ""Big Hook""","A paper copy of a photograph of Camas Prairie's 'big hook' at the Lewiston roundhouse in 1949. In later years, the Camas Prairie relied on MofW equipment from parents UP and NP, and still later from the UP and BN.",,"Riegger, Hal",United States; Idaho; Nez Perce County; Lewiston;,1949-08-18,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_040,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/36,36,116.jp2,/riegger/image/116.jp2,riegger36,image,riegger36.jpg,https://objects.lib.uidaho.edu/riegger/riegger36.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger36_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger36_th.jpg,
Train Engine in Lewiston Train Yard,A photograph of the front-facing view of a stationary locomotive engine in Lewiston Train Yards. It appears as if the train is headed straight toward you. 'UP 2-3-2 #2100 (name of engine) sits next to the roundhouse. The private car of NP Idaho Division superintendent B.L. Slorah is on the turntable in the background.',"Butler, Bruce",,,1954-06-23,,freight trains,46.40035,-117.004475,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/37,37,225.jp2,/riegger/image/225.jp2,riegger37,image,riegger37.jpg,https://objects.lib.uidaho.edu/riegger/riegger37.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger37_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger37_th.jpg,
Workers Pulling Train Out Of River [1],"A photograph of several construction workers standing atop a bridge, pulling a train engine out of a river. The train engine is not pictured in the photograph captured.","Cash, Earl",,,1905-04-04,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_041,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/38,38,235.jp2,/riegger/image/235.jp2,riegger38,image,riegger38.jpg,https://objects.lib.uidaho.edu/riegger/riegger38.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger38_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger38_th.jpg,
Train 885 To Spalding,A photograph of Train #885 coming into Spalding across east leg of Wye switch.,"Morefield, Jim",,,1981-08-01,,color photographs; freight trains; railroads (infrastructure),46.446765,-116.818467,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F24_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/39,39,234.jp2,/riegger/image/234.jp2,riegger39,image,riegger39.jpg,https://objects.lib.uidaho.edu/riegger/riegger39.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger39_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger39_th.jpg,
Train Engine On Table To Go To Spokane,A photograph of engine #1098 carrying train engine #1416 onto the table to be turned to go out on Train #314 to Spokane.,"Hastings, Phil",,,1951-05-28,,freight trains,46.488083,-116.260967,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/40,40,290.jp2,/riegger/image/290.jp2,riegger40,image,riegger40.jpg,https://objects.lib.uidaho.edu/riegger/riegger40.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger40_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger40_th.jpg,
NP Train Engine 375 At Troy,"Northern Pacific Train Engine 375, carrying Train #10, located near Troy, ID.","Nixon, Ron",,,1905-03-16,,freight trains; railroads (infrastructure),46.736903,-116.770084,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_035,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/41,41,102.jp2,/riegger/image/102.jp2,riegger41,image,riegger41.jpg,https://objects.lib.uidaho.edu/riegger/riegger41.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger41_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger41_th.jpg,
"Railroad Map, Washington and Oregon",A map of railways in southeast Washington and northeast Oregon.,,,United States; Washington; Oregon;,,,historical maps; location maps,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/42,42,187.jp2,/riegger/image/187.jp2,riegger42,image,riegger42.jpg,https://objects.lib.uidaho.edu/riegger/riegger42.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger42_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger42_th.jpg,
Freight Train Moves Through the Mountains,A freight train moves through mountainous terrain. There are sparse trees along the mountainside in the left-side of the picture. A river runs to the left and there is a road to the left of the river.,"Butler, Alfred",,,,,freight trains,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/43,43,180.jp2,/riegger/image/180.jp2,riegger43,image,riegger43.jpg,https://objects.lib.uidaho.edu/riegger/riegger43.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger43_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger43_th.jpg,
"Letter from Al Butler to Hal Riegger, January 14, 1984","Correspondence between Al Butler and Hal Riegger discussing descriptions of several pictures, as well as personal experience on the Camas Prairie Railroad.","Butler, Al","Riegger, Hal",United States; Idaho,1984-01-14,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/44,44,25.pdf,/riegger/image/25.pdf,riegger44,pdf,riegger44.pdf,https://objects.lib.uidaho.edu/riegger/riegger44.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger44_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger44_th.jpg,
Tunnel 7 Rock Slide,A photograph of the aftermath of a rock slide just outside Tunnel #7 on the Camas Prairie Railroad.,"Cash, Earl",,,1905-04-23,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_035,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/45,45,143.jp2,/riegger/image/143.jp2,riegger45,image,riegger45.jpg,https://objects.lib.uidaho.edu/riegger/riegger45.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger45_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger45_th.jpg,
"Letter from Ken Brovald to Hal Riegger, January 2, 1984",Correspondence between Hal Riegger and Ken Brovald further discussing photographs and endeavors relating to the Camas Prairie Railroad.,"Brovald, Ken","Riegger, Hal",United States; Alaska; Anchorage County; Anchorage;,1984-01-02,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1994",MG183_F11_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/46,46,160.pdf,/riegger/image/160.pdf,riegger46,pdf,riegger46.pdf,https://objects.lib.uidaho.edu/riegger/riegger46.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger46_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger46_th.jpg,
"Letter from Hal Riegger to Ken Brovald, January 6, 1984","Final piece of correspondence between Hal Riegger and Ken Brovald where Hal thanks Ken for all of his help, insight, and information.","Riegger, Hal","Brovald, Ken",United States; California; Nevada County; Penn Valley,1984-01-06,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1995",MG183_F11_016,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/47,47,154.pdf,/riegger/image/154.pdf,riegger47,pdf,riegger47.pdf,https://objects.lib.uidaho.edu/riegger/riegger47.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger47_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger47_th.jpg,
